id_contrat,age_assure,anciennete_mois,garantie,nb_contrats_foyer,canal_souscription,mode_paiement,prime_annuelle,hausse_prime_pct,nb_sinistres_3ans,delai_reglement_moyen_jours,satisfaction_reglement,nb_contacts_reclamation_1an,nb_contacts_conseil_1an,score_nps,digital_engagement,resiliation
C117019,45,48,Santé,1,Conseiller téléphonique,Mensuel,974.15,5.7,1,6.4,10.0,0,0,7.6,1,1
C117020,55,36,Habitation,3,Courtier,Annuel,554.44,-4.7,1,31.1,8.2,0,0,5.6,0,0
C117021,74,8,Auto,3,Comparateur en ligne,Mensuel,1033.22,2.9,1,23.9,8.8,0,1,6.2,0,0
C117022,66,40,Auto,1,Agence,Annuel,979.36,14.9,0,,,0,0,7.4,0,1
C117023,59,34,Habitation,4,Comparateur en ligne,Mensuel,247.97,-0.8,1,15.9,10.0,1,0,7.3,1,0
C117024,32,63,Auto,2,Comparateur en ligne,Mensuel,824.9,17.0,1,17.3,8.4,2,0,6.5,0,0
C117025,34,36,Auto,1,Comparateur en ligne,Trimestriel,561.56,-1.0,2,10.5,8.9,0,0,10.0,1,1
C117026,18,13,Auto,1,Courtier,Annuel,395.68,10.1,1,26.6,5.7,0,1,6.0,1,1
C117027,55,32,Santé,2,Comparateur en ligne,Mensuel,840.75,4.5,2,22.8,7.4,0,0,10.0,1,0
C117028,62,21,Auto+Habitation,2,Comparateur en ligne,Mensuel,1106.53,-4.7,0,,,1,1,7.8,1,0
C117029,63,12,Auto,3,Site web direct,Mensuel,584.45,-5.0,2,23.0,6.4,0,0,5.5,1,0
C117030,55,93,Habitation,2,Comparateur en ligne,Mensuel,553.69,4.7,0,,,0,2,0.0,0,0
C117031,43,6,Santé,1,Agence,Annuel,150.0,7.0,3,21.5,5.4,1,4,10.0,0,0
C117032,37,85,Auto+Habitation,3,Courtier,Annuel,497.56,2.4,0,,,0,0,6.1,0,0
C117033,33,42,Auto,1,Courtier,Mensuel,390.21,-2.7,0,,,2,1,4.3,1,0
C117034,43,67,Auto+Habitation,1,Site web direct,Trimestriel,465.11,8.2,3,15.1,9.8,0,1,10.0,1,0
C117035,30,98,Habitation,2,Agence,Mensuel,397.14,13.2,1,20.5,5.5,0,0,6.7,1,0
C117036,71,24,Santé,1,Conseiller téléphonique,Mensuel,681.22,-0.8,4,13.5,4.8,0,1,7.7,0,1
C117037,25,44,Habitation,2,Site web direct,Mensuel,985.48,1.4,3,15.7,6.1,1,1,3.7,1,0
C117038,42,26,Santé,1,Comparateur en ligne,Annuel,597.98,7.3,1,10.5,9.6,0,0,2.1,1,0
C117039,18,34,Santé,1,Agence,Annuel,693.67,9.1,0,,,1,2,7.7,0,0
C117040,49,64,Santé,2,Agence,Mensuel,946.11,9.9,2,31.2,5.6,0,1,6.4,0,0
C117041,45,39,Multi-garanties,2,Conseiller téléphonique,Mensuel,711.47,6.4,1,23.8,6.6,0,0,6.9,1,0
C117042,40,43,Multi-garanties,1,Agence,Mensuel,857.44,6.6,1,25.5,10.0,0,1,8.8,1,0
C117043,31,17,Habitation,3,Agence,Mensuel,768.77,-1.8,1,33.8,4.6,0,0,7.8,0,0
C117044,45,37,Auto,3,Comparateur en ligne,Mensuel,411.12,10.0,0,,,0,2,9.5,0,0
C117045,37,28,Auto,1,Site web direct,Annuel,413.58,1.1,0,,,0,2,9.3,0,0
C117046,43,41,Auto,4,Site web direct,Trimestriel,612.54,-4.4,1,4.5,10.0,0,0,3.4,1,0
C117047,74,16,Santé,3,Comparateur en ligne,Mensuel,533.83,-5.0,2,41.1,7.3,0,1,7.1,1,0
C117048,48,24,Auto,1,Courtier,Mensuel,977.05,-2.1,0,,,1,0,3.3,0,0
C117049,53,49,Santé,3,Courtier,Mensuel,695.93,3.7,0,,,0,1,1.7,1,0
C117050,38,61,Santé,1,Site web direct,Mensuel,150.0,-0.7,4,5.9,8.4,0,0,7.1,0,0
C117051,33,46,Auto,1,Agence,Mensuel,256.68,10.7,0,,,0,0,5.9,1,0
C117052,45,32,Habitation,1,Site web direct,Trimestriel,502.6,3.4,0,,,0,2,6.4,1,0
C117053,83,23,Auto,2,Agence,Annuel,609.8,9.1,0,,,1,0,9.2,1,0
C117054,41,6,Auto,2,Agence,Mensuel,353.57,15.9,0,,,1,2,2.6,1,0
C117055,50,95,Habitation,1,Site web direct,Annuel,399.77,9.8,0,,,0,3,9.3,0,0
C117056,33,81,Auto,1,Site web direct,Mensuel,444.37,8.5,0,,,0,2,6.7,0,0
C117057,18,104,Auto,2,Conseiller téléphonique,Trimestriel,150.0,-0.3,0,,,1,1,6.6,1,0
C117058,33,102,Habitation,1,Conseiller téléphonique,Annuel,849.34,8.7,1,3.0,7.6,0,1,3.6,1,0
C117059,81,51,Auto,2,Conseiller téléphonique,Mensuel,786.79,-5.0,0,,,0,1,8.2,0,0
C117060,54,167,Santé,1,Site web direct,Trimestriel,331.46,8.6,3,39.2,4.7,1,1,6.3,0,0
C117061,70,35,Santé,1,Agence,Mensuel,258.25,5.9,3,21.1,5.6,0,1,7.3,0,0
C117062,40,44,Auto,1,Comparateur en ligne,Annuel,214.35,5.0,0,,,1,0,8.8,0,0
C117063,18,23,Auto,4,Conseiller téléphonique,Annuel,506.02,11.1,0,,,1,1,3.4,0,0
C117064,28,11,Auto,2,Agence,Mensuel,410.78,-4.6,1,17.4,8.5,0,1,8.2,0,0
C117065,51,27,Santé,2,Agence,Trimestriel,513.8,6.3,1,22.6,5.7,0,1,6.8,0,1
C117066,49,26,Auto,1,Comparateur en ligne,Mensuel,486.81,3.3,1,33.2,4.1,0,0,7.6,0,0
C117067,45,68,Habitation,2,Agence,Mensuel,474.96,2.6,0,,,0,0,5.4,1,0
C117068,37,47,Santé,2,Agence,Annuel,445.73,7.7,1,36.0,6.6,1,0,6.3,0,0
C117069,59,57,Habitation,1,Courtier,Annuel,762.57,4.3,2,37.3,4.9,0,0,9.2,0,0
C117070,37,51,Auto,2,Comparateur en ligne,Mensuel,414.1,-1.3,1,38.9,8.1,0,0,6.3,0,1
C117071,50,52,Santé,3,Agence,Mensuel,593.59,2.1,2,7.1,7.5,0,0,5.9,0,0
C117072,48,24,Multi-garanties,2,Site web direct,Mensuel,495.66,15.1,0,,,0,1,4.5,1,0
C117073,39,50,Auto,2,Site web direct,Annuel,549.89,11.1,0,,,0,0,8.7,1,0
C117074,32,71,Habitation,1,Comparateur en ligne,Annuel,409.35,3.9,1,13.8,6.2,1,2,8.1,1,1
C117075,39,91,Habitation,1,Comparateur en ligne,Annuel,777.19,8.7,0,,,1,0,6.6,0,0
C117076,73,80,Auto,3,Comparateur en ligne,Mensuel,647.57,9.5,0,,,0,1,6.5,0,0
C117077,62,63,Santé,1,Agence,Mensuel,490.99,6.7,0,,,1,0,8.0,1,0
C117078,60,46,Habitation,3,Courtier,Annuel,650.95,9.7,0,,,2,0,6.5,1,0
C117079,33,29,Habitation,1,Agence,Mensuel,684.21,1.3,1,15.5,6.0,0,0,6.9,0,0
C117080,23,52,Auto,3,Courtier,Trimestriel,335.05,-5.0,0,,,1,1,5.6,0,1
C117081,61,107,Habitation,2,Courtier,Annuel,246.0,6.9,3,12.1,4.1,1,0,5.5,1,0
C117082,59,33,Multi-garanties,4,Agence,Annuel,325.68,-5.0,1,16.9,2.8,1,1,5.6,1,0
C117083,47,124,Auto+Habitation,1,Comparateur en ligne,Mensuel,674.33,-1.4,2,18.3,9.7,0,0,7.0,0,0
C117084,39,53,Auto,1,Courtier,Mensuel,559.09,7.1,1,3.0,4.1,0,0,7.5,1,0
C117085,23,94,Santé,1,Comparateur en ligne,Mensuel,254.3,7.1,2,42.4,1.3,1,0,5.8,0,1
C117086,58,26,Habitation,1,Site web direct,Mensuel,854.57,3.4,2,32.2,4.7,0,1,6.3,0,0
C117087,63,23,Santé,1,Comparateur en ligne,Trimestriel,370.81,3.1,1,4.9,6.7,0,1,10.0,0,0
C117088,35,13,Multi-garanties,2,Agence,Mensuel,342.61,4.9,0,,,0,2,9.0,1,0
C117089,34,107,Auto,1,Agence,Mensuel,389.84,-4.0,0,,,1,2,6.2,1,0
C117090,64,53,Santé,1,Site web direct,Mensuel,766.58,1.5,2,35.2,5.2,2,0,5.4,0,1
C117091,35,70,Auto,1,Conseiller téléphonique,Annuel,236.11,7.5,0,,,0,0,7.0,1,0
C117092,72,44,Habitation,4,Site web direct,Annuel,1510.79,5.2,1,3.7,9.3,0,1,3.5,0,0
C117093,43,47,Habitation,1,Agence,Mensuel,365.65,19.8,1,15.5,6.1,0,1,5.2,0,0
C117094,39,11,Auto,3,Comparateur en ligne,Mensuel,771.21,7.9,0,,,2,0,1.7,1,0
C117095,46,54,Auto,2,Agence,Annuel,238.65,11.4,1,10.7,6.4,0,0,6.6,1,0
C117096,39,76,Santé,2,Agence,Mensuel,613.19,1.4,2,17.2,4.2,0,1,8.1,1,0
C117097,62,5,Auto,1,Comparateur en ligne,Mensuel,878.58,3.1,0,,,1,1,7.3,1,0
C117098,58,29,Santé,2,Comparateur en ligne,Mensuel,379.61,6.5,0,,,0,2,4.4,0,1
C117099,61,21,Santé,1,Comparateur en ligne,Mensuel,538.78,4.3,1,33.8,10.0,1,0,0.6,0,0
C117100,48,62,Habitation,2,Comparateur en ligne,Mensuel,579.0,-4.9,0,,,1,1,7.0,0,0
C117101,38,60,Santé,1,Site web direct,Trimestriel,516.61,-5.0,0,,,0,1,8.9,1,0
C117102,45,70,Habitation,1,Site web direct,Mensuel,886.48,1.8,0,,,0,0,6.5,0,0
C117103,39,44,Santé,1,Agence,Mensuel,745.76,-5.0,2,3.0,6.9,1,0,5.1,1,0
C117104,67,7,Habitation,2,Comparateur en ligne,Trimestriel,806.26,10.6,0,,,0,0,4.3,1,0
C117105,60,51,Multi-garanties,1,Agence,Mensuel,778.32,13.3,2,14.6,5.6,0,2,10.0,1,0
C117106,44,11,Auto,1,Comparateur en ligne,Annuel,428.6,13.1,0,,,0,1,5.2,1,0
C117107,31,59,Auto,2,Agence,Mensuel,379.12,4.4,1,29.0,6.7,0,0,9.4,1,0
C117108,68,12,Auto,4,Agence,Trimestriel,436.16,8.7,0,,,0,2,4.4,0,0
C117109,47,17,Auto+Habitation,3,Comparateur en ligne,Mensuel,679.11,-3.2,1,7.7,9.7,1,0,4.1,1,0
C117110,43,88,Habitation,4,Comparateur en ligne,Mensuel,447.49,2.0,2,28.9,7.8,0,0,8.1,1,0
C117111,68,38,Santé,2,Courtier,Mensuel,439.94,-3.1,0,,,0,2,5.7,0,0
C117112,37,39,Auto,2,Agence,Mensuel,672.74,-1.2,1,42.5,6.2,0,0,4.6,0,0
C117113,40,17,Auto,2,Comparateur en ligne,Mensuel,256.89,8.2,2,34.0,3.0,0,0,6.5,1,0
C117114,42,82,Santé,2,Site web direct,Mensuel,470.8,-2.2,2,25.7,4.0,0,0,10.0,1,0
C117115,25,54,Santé,2,Comparateur en ligne,Trimestriel,478.8,-1.7,0,,,1,1,7.3,1,0
C117116,50,51,Santé,1,Comparateur en ligne,Annuel,886.59,8.8,1,19.2,3.7,1,0,5.4,1,0
C117117,34,14,Santé,3,Agence,Mensuel,592.69,17.2,1,5.6,9.3,1,0,4.1,1,0
C117118,36,44,Auto+Habitation,1,Site web direct,Mensuel,204.28,-0.6,3,29.0,7.5,0,3,6.0,0,0
C117119,34,185,Auto,2,Comparateur en ligne,Annuel,414.68,5.0,0,,,1,0,7.8,1,0
C117120,36,23,Auto,2,Conseiller téléphonique,Mensuel,566.4,6.1,0,,,0,0,4.9,1,0
C117121,32,86,Santé,4,Comparateur en ligne,Mensuel,330.01,6.2,1,27.1,4.6,0,1,8.4,0,0
C117122,49,4,Auto+Habitation,1,Site web direct,Trimestriel,625.69,3.5,2,22.1,2.6,1,2,3.1,0,1
C117123,43,69,Auto+Habitation,1,Agence,Mensuel,477.43,8.6,1,15.6,5.9,1,0,4.3,1,0
C117124,46,55,Santé,1,Courtier,Mensuel,308.19,10.0,2,61.1,5.4,1,2,5.6,0,0
C117125,80,35,Habitation,2,Conseiller téléphonique,Mensuel,991.92,9.3,0,,,1,1,9.5,1,1
C117126,43,53,Auto,1,Comparateur en ligne,Mensuel,599.04,12.8,1,5.2,3.2,1,1,10.0,0,1
C117127,54,54,Multi-garanties,2,Courtier,Annuel,168.61,5.4,0,,,1,3,1.1,1,0
C117128,56,54,Santé,2,Agence,Mensuel,875.82,10.8,2,38.2,3.6,0,0,6.0,1,0
C117129,44,30,Auto,1,Conseiller téléphonique,Mensuel,240.88,2.4,0,,,0,0,7.9,1,0
C117130,49,27,Santé,1,Site web direct,Mensuel,359.85,19.4,3,22.8,2.9,0,1,7.8,0,0
C117131,45,20,Auto,2,Site web direct,Trimestriel,387.12,4.5,0,,,1,4,6.4,0,0
C117132,48,10,Multi-garanties,4,Agence,Trimestriel,1167.93,-5.0,0,,,0,3,9.4,0,0
C117133,36,38,Habitation,3,Site web direct,Mensuel,394.25,0.5,0,,,0,0,8.8,0,0
C117134,38,78,Auto+Habitation,3,Comparateur en ligne,Mensuel,866.09,-0.5,0,,,0,2,7.2,0,0
C117135,45,26,Santé,1,Conseiller téléphonique,Annuel,378.57,7.7,4,15.0,4.1,0,1,5.0,0,0
C117136,18,14,Santé,1,Conseiller téléphonique,Annuel,467.6,11.5,1,19.1,7.8,0,1,6.9,1,0
C117137,67,21,Multi-garanties,4,Site web direct,Mensuel,857.3,8.9,1,7.2,5.8,0,1,7.7,0,0
C117138,77,43,Auto,3,Comparateur en ligne,Trimestriel,529.49,4.6,0,,,0,0,5.7,0,1
C117139,48,43,Auto,1,Site web direct,Mensuel,618.09,3.3,0,,,0,1,6.4,1,0
C117140,55,19,Santé,2,Comparateur en ligne,Mensuel,279.51,8.9,2,12.8,6.5,0,0,6.7,1,0
C117141,61,39,Multi-garanties,1,Agence,Trimestriel,756.23,-3.4,1,21.3,6.6,0,1,6.3,1,0
C117142,25,34,Auto,2,Agence,Mensuel,443.92,-4.8,1,15.1,6.5,0,1,6.1,0,0
C117143,59,59,Auto,2,Conseiller téléphonique,Trimestriel,329.35,5.5,2,20.3,5.4,0,0,5.5,0,0
C117144,39,101,Habitation,4,Courtier,Mensuel,473.69,3.6,0,,,1,1,4.3,1,0
C117145,79,25,Multi-garanties,1,Agence,Annuel,875.2,-3.8,0,,,1,0,6.1,0,0
C117146,42,22,Auto+Habitation,1,Agence,Mensuel,388.95,9.1,0,,,1,2,4.4,0,0
C117147,59,43,Multi-garanties,2,Conseiller téléphonique,Annuel,408.34,0.4,1,18.6,8.8,0,0,5.7,0,0
C117148,42,49,Auto+Habitation,2,Site web direct,Trimestriel,532.77,-5.0,0,,,0,1,2.0,1,0
C117149,78,61,Habitation,3,Comparateur en ligne,Annuel,1195.13,6.1,3,14.1,4.1,0,1,7.4,0,0
C117150,37,8,Auto,1,Site web direct,Annuel,191.05,0.6,0,,,1,0,3.6,0,0
C117151,62,140,Santé,2,Agence,Trimestriel,1354.52,3.6,3,3.0,6.6,1,0,7.4,0,0
C117152,54,31,Auto+Habitation,3,Courtier,Trimestriel,346.57,4.4,1,24.8,5.6,0,0,5.4,0,0
C117153,51,23,Habitation,1,Conseiller téléphonique,Mensuel,196.42,9.8,1,27.5,4.9,0,0,6.0,1,0
C117154,48,14,Habitation,1,Conseiller téléphonique,Mensuel,398.59,1.9,1,11.8,8.0,0,3,6.2,1,0
C117155,35,26,Auto+Habitation,1,Site web direct,Annuel,394.61,8.9,0,,,2,0,6.8,0,0
C117156,18,9,Habitation,1,Courtier,Mensuel,422.16,-2.0,0,,,0,0,10.0,0,1
C117157,61,85,Santé,1,Agence,Trimestriel,275.44,16.5,0,,,0,0,9.6,1,0
C117158,38,35,Auto,1,Agence,Mensuel,1062.17,8.4,1,29.1,5.4,0,1,7.6,0,0
C117159,63,22,Santé,1,Agence,Annuel,569.44,7.0,1,30.7,1.2,1,1,7.3,0,1
C117160,50,74,Santé,4,Agence,Mensuel,932.48,-5.0,3,35.9,4.6,0,0,8.7,0,0
C117161,63,33,Habitation,3,Conseiller téléphonique,Annuel,244.11,-3.8,0,,,0,1,10.0,0,0
C117162,57,22,Habitation,1,Agence,Annuel,808.04,9.6,1,3.0,4.1,0,2,10.0,0,0
C117163,18,113,Santé,2,Agence,Mensuel,598.56,12.3,0,,,2,1,4.1,1,0
C117164,54,27,Multi-garanties,3,Site web direct,Mensuel,259.11,9.2,0,,,1,0,9.3,0,1
C117165,40,5,Habitation,1,Courtier,Mensuel,1524.8,-0.4,0,,,0,0,9.2,0,1
C117166,62,39,Auto,1,Conseiller téléphonique,Annuel,434.39,7.9,0,,,1,1,4.0,1,0
C117167,54,35,Auto+Habitation,2,Comparateur en ligne,Mensuel,693.47,3.0,0,,,0,0,9.8,0,0
C117168,54,23,Auto,3,Agence,Mensuel,810.71,-5.0,1,38.0,7.2,1,1,4.7,1,0
C117169,41,20,Auto,1,Agence,Mensuel,1702.92,-5.0,2,32.4,7.0,0,0,6.1,0,0
C117170,31,41,Auto,2,Conseiller téléphonique,Annuel,683.6,6.5,0,,,0,0,6.9,0,0
C117171,39,28,Santé,1,Agence,Mensuel,158.29,11.8,2,30.4,5.2,0,0,6.7,0,0
C117172,18,31,Auto,1,Site web direct,Mensuel,886.23,8.2,0,,,0,0,6.4,0,0
C117173,36,48,Habitation,3,Courtier,Annuel,320.12,0.8,0,,,1,1,7.4,1,0
C117174,23,30,Auto,1,Courtier,Mensuel,761.05,6.7,0,,,1,1,5.3,0,0
C117175,23,24,Santé,1,Agence,Mensuel,662.67,4.2,1,4.2,10.0,0,1,5.2,1,0
C117176,47,62,Habitation,3,Courtier,Mensuel,543.31,13.7,0,,,2,1,7.3,0,0
C117177,53,28,Habitation,2,Agence,Mensuel,485.53,-3.7,0,,,0,2,8.3,1,0
C117178,45,23,Santé,2,Agence,Annuel,794.25,10.7,2,20.8,2.0,0,0,8.8,1,0
C117179,38,12,Habitation,2,Site web direct,Annuel,996.32,7.1,0,,,1,2,4.8,0,0
C117180,31,18,Auto+Habitation,1,Site web direct,Annuel,778.21,4.2,1,3.0,8.1,0,1,7.0,0,0
C117181,40,14,Multi-garanties,2,Courtier,Annuel,1027.17,9.2,0,,,0,0,2.1,0,0
C117182,33,11,Santé,2,Agence,Trimestriel,404.44,7.5,3,16.1,5.9,1,1,6.2,1,1
C117183,44,20,Auto,2,Courtier,Annuel,869.15,-1.0,0,,,0,0,8.5,1,0
C117184,22,49,Habitation,2,Courtier,Annuel,783.48,18.4,1,19.9,3.5,0,0,6.6,0,0
C117185,56,38,Auto+Habitation,2,Courtier,Mensuel,499.79,7.6,1,14.1,8.2,0,2,9.8,1,0
C117186,36,29,Auto,1,Courtier,Annuel,351.78,6.4,1,30.0,9.0,1,1,8.4,1,0
C117187,51,53,Auto,2,Agence,Mensuel,328.08,2.9,1,12.9,5.0,0,3,6.8,0,0
C117188,58,24,Multi-garanties,2,Comparateur en ligne,Mensuel,977.35,4.2,0,,,0,2,6.3,1,0
C117189,50,46,Santé,1,Agence,Annuel,859.41,3.9,2,31.1,6.8,0,2,5.9,1,0
C117190,57,60,Habitation,1,Comparateur en ligne,Mensuel,625.11,3.8,1,8.5,8.6,0,0,5.5,1,0
C117191,18,5,Multi-garanties,4,Agence,Annuel,465.59,12.5,0,,,0,0,5.0,0,0
C117192,38,37,Santé,3,Conseiller téléphonique,Annuel,150.0,11.4,1,16.6,6.4,1,0,8.5,1,0
C117193,62,51,Habitation,2,Courtier,Mensuel,1124.35,5.5,1,33.7,6.4,0,0,2.7,1,0
C117194,53,49,Habitation,2,Conseiller téléphonique,Mensuel,455.01,0.1,1,35.7,10.0,0,1,2.6,1,0
C117195,73,39,Santé,4,Agence,Mensuel,606.25,6.5,1,12.0,5.5,0,2,6.0,1,0
C117196,71,25,Santé,1,Comparateur en ligne,Mensuel,170.39,-2.8,0,,,1,1,7.2,1,0
C117197,49,32,Auto,1,Conseiller téléphonique,Mensuel,387.82,-5.0,0,,,0,0,5.6,1,0
C117198,41,89,Auto+Habitation,3,Courtier,Mensuel,888.3,-3.8,2,27.6,6.7,0,0,8.1,1,0
C117199,31,7,Habitation,3,Comparateur en ligne,Mensuel,297.79,-5.0,0,,,2,1,5.3,0,0
C117200,38,21,Habitation,3,Comparateur en ligne,Trimestriel,192.34,-3.5,0,,,0,1,6.3,0,0
C117201,39,37,Multi-garanties,3,Agence,Mensuel,228.26,13.3,0,,,0,0,8.3,0,0
C117202,36,11,Auto,1,Agence,Mensuel,723.67,14.0,1,15.9,6.5,0,1,9.1,1,1
C117203,31,31,Habitation,1,Agence,Trimestriel,490.64,6.2,2,22.0,6.6,0,1,6.9,1,0
C117204,51,62,Habitation,1,Site web direct,Trimestriel,1164.26,-5.0,0,,,0,2,6.3,0,0
C117205,70,55,Santé,1,Agence,Mensuel,917.54,3.3,3,3.0,7.5,1,2,2.5,0,0
C117206,59,37,Auto,1,Site web direct,Trimestriel,384.25,-5.0,0,,,0,1,6.4,1,0
C117207,40,42,Auto,1,Comparateur en ligne,Mensuel,556.6,3.5,0,,,0,1,6.4,0,0
C117208,60,3,Auto,2,Agence,Mensuel,400.55,14.1,0,,,1,0,5.6,1,0
C117209,50,14,Auto+Habitation,2,Agence,Mensuel,247.53,6.2,0,,,0,2,4.0,1,0
C117210,44,23,Auto,3,Agence,Annuel,412.33,12.6,1,12.1,7.9,2,1,5.8,1,0
C117211,43,29,Santé,1,Comparateur en ligne,Annuel,760.69,7.6,0,,,0,0,6.2,0,0
C117212,42,64,Auto,1,Comparateur en ligne,Mensuel,527.42,0.2,0,,,1,2,2.1,1,0
C117213,55,117,Santé,3,Agence,Annuel,426.56,4.8,1,20.3,6.8,0,0,2.9,1,0
C117214,47,32,Auto,1,Conseiller téléphonique,Mensuel,416.62,9.2,0,,,0,1,5.8,1,1
C117215,34,31,Santé,1,Agence,Mensuel,972.18,7.1,1,5.1,9.4,0,2,9.5,0,0
C117216,33,37,Auto+Habitation,1,Courtier,Annuel,1112.97,7.8,0,,,0,0,5.4,0,0
C117217,50,20,Multi-garanties,1,Courtier,Trimestriel,594.36,9.0,0,,,1,2,6.5,0,0
C117218,51,97,Santé,2,Agence,Mensuel,271.86,6.3,2,25.0,2.6,0,0,8.2,1,0
C117219,40,18,Multi-garanties,1,Site web direct,Annuel,262.41,0.3,2,18.6,6.7,0,1,6.6,0,0
C117220,28,18,Multi-garanties,2,Agence,Mensuel,798.9,4.7,0,,,1,0,5.0,0,0
C117221,64,24,Auto,1,Conseiller téléphonique,Mensuel,582.12,2.2,0,,,0,1,6.0,0,1
C117222,61,106,Habitation,2,Conseiller téléphonique,Annuel,472.25,1.0,0,,,0,0,7.3,1,0
C117223,18,51,Habitation,1,Site web direct,Mensuel,927.47,3.9,0,,,0,0,7.5,1,0
C117224,65,36,Habitation,1,Agence,Mensuel,572.02,-0.7,0,,,1,1,7.0,0,0
C117225,42,29,Santé,2,Courtier,Mensuel,225.44,-5.0,0,,,1,2,7.0,0,0
C117226,48,35,Habitation,2,Courtier,Trimestriel,397.28,14.6,1,31.6,5.0,2,4,10.0,0,0
C117227,62,15,Multi-garanties,3,Courtier,Mensuel,777.08,11.5,1,14.5,3.8,2,0,7.9,0,0
C117228,70,4,Santé,2,Courtier,Mensuel,641.57,5.8,2,19.8,3.6,0,2,5.5,1,0
C117229,60,68,Habitation,3,Comparateur en ligne,Annuel,552.28,2.1,0,,,0,0,7.2,0,0
C117230,49,12,Auto+Habitation,1,Agence,Annuel,263.35,8.3,2,5.5,8.5,1,2,6.7,0,0
C117231,24,94,Santé,4,Courtier,Trimestriel,509.7,5.9,1,19.5,4.1,0,1,6.1,1,0
C117232,18,52,Habitation,1,Agence,Annuel,440.05,9.9,1,14.9,9.5,1,0,8.3,0,0
C117233,58,32,Auto+Habitation,1,Comparateur en ligne,Mensuel,280.33,5.7,0,,,0,0,7.2,1,0
C117234,65,49,Habitation,4,Agence,Mensuel,461.43,12.0,0,,,0,0,9.1,1,0
C117235,33,40,Auto,3,Site web direct,Annuel,741.56,14.0,1,15.1,7.9,0,0,5.1,0,0
C117236,41,35,Auto+Habitation,3,Courtier,Mensuel,406.76,3.8,1,19.5,10.0,0,0,6.4,0,0
C117237,37,37,Santé,2,Conseiller téléphonique,Mensuel,785.2,7.1,0,,,0,0,8.2,1,0
C117238,36,69,Auto,1,Site web direct,Mensuel,693.3,-0.6,1,42.7,6.2,0,2,9.5,1,0
C117239,61,50,Auto,1,Comparateur en ligne,Mensuel,343.86,0.6,0,,,1,0,8.9,0,0
C117240,48,33,Auto+Habitation,2,Site web direct,Mensuel,782.37,-4.2,1,34.8,6.3,0,0,8.3,1,0
C117241,42,61,Auto,4,Comparateur en ligne,Mensuel,512.49,5.3,1,18.5,3.4,0,3,1.1,1,0
C117242,85,102,Santé,1,Conseiller téléphonique,Mensuel,522.13,-0.2,3,25.8,6.9,1,0,5.6,1,0
C117243,23,33,Auto,3,Comparateur en ligne,Mensuel,530.27,11.0,1,7.7,5.4,1,0,4.7,1,0
C117244,53,21,Auto+Habitation,3,Conseiller téléphonique,Trimestriel,1343.79,-5.0,0,,,1,0,4.2,1,0
C117245,29,64,Auto,1,Comparateur en ligne,Mensuel,710.53,9.0,0,,,0,0,4.7,0,0
C117246,43,33,Santé,1,Courtier,Mensuel,676.43,0.0,2,26.3,7.5,0,1,5.6,1,1
C117247,47,78,Multi-garanties,1,Conseiller téléphonique,Mensuel,938.88,16.5,0,,,0,0,6.8,0,0
C117248,58,15,Santé,1,Comparateur en ligne,Mensuel,505.29,-5.0,1,26.2,10.0,3,2,1.8,0,1
C117249,41,26,Habitation,2,Agence,Annuel,770.36,9.5,0,,,0,0,7.2,1,0
C117250,39,124,Habitation,3,Comparateur en ligne,Mensuel,410.3,-2.4,1,18.5,5.3,1,1,5.7,1,0
C117251,41,25,Multi-garanties,1,Conseiller téléphonique,Mensuel,738.54,-5.0,2,27.6,7.6,1,0,7.3,1,0
C117252,29,80,Santé,1,Courtier,Mensuel,327.36,5.6,2,18.6,10.0,1,0,7.5,1,0
C117253,54,20,Multi-garanties,3,Site web direct,Annuel,638.85,4.1,0,,,0,0,8.2,1,0
C117254,49,61,Auto,2,Comparateur en ligne,Mensuel,506.85,14.4,0,,,1,0,6.2,1,0
C117255,52,17,Auto+Habitation,1,Comparateur en ligne,Mensuel,325.17,5.5,0,,,0,1,4.8,0,0
C117256,44,65,Auto,1,Comparateur en ligne,Mensuel,1830.38,3.9,0,,,0,2,10.0,1,0
C117257,42,30,Habitation,3,Agence,Annuel,401.21,2.5,3,14.8,6.4,3,0,3.2,0,0
C117258,63,26,Santé,1,Agence,Mensuel,610.76,-0.8,2,22.7,7.5,1,0,6.2,0,0
C117259,60,31,Auto+Habitation,2,Comparateur en ligne,Mensuel,562.63,-0.8,2,16.1,7.8,0,2,2.8,0,0
C117260,66,38,Santé,1,Comparateur en ligne,Trimestriel,158.65,-2.8,2,15.1,3.8,0,1,6.4,1,0
C117261,51,43,Auto,1,Agence,Trimestriel,250.08,1.0,0,,,0,0,8.4,0,0
C117262,65,13,Auto,1,Site web direct,Mensuel,435.19,14.8,1,21.7,8.0,1,0,6.9,1,1
C117263,39,46,Auto+Habitation,1,Agence,Mensuel,150.0,9.4,0,,,0,2,7.8,0,0
C117264,42,11,Auto,1,Site web direct,Mensuel,591.38,-2.4,1,11.3,3.7,0,0,7.0,1,0
C117265,63,72,Santé,2,Comparateur en ligne,Mensuel,655.43,2.8,1,33.9,4.0,1,1,7.2,1,0
C117266,58,49,Auto+Habitation,3,Conseiller téléphonique,Annuel,456.3,5.8,1,35.1,7.6,2,2,3.7,1,0
C117267,41,49,Santé,1,Courtier,Trimestriel,1251.07,-3.4,3,34.5,4.5,1,1,7.1,1,0
